lin_acc_x, lin_acc_y, lin_acc_z
9.466827,2.5699778,-7.0128663e-06
9.48911,2.486571,-5.347624e-06
9.510753,2.4031334,-6.0772245e-06
9.528652,2.3313615,-7.301405e-06
9.543107,2.27153,-5.8765977e-06
9.556132,2.21623,-6.1143674e-06
9.567763,2.1656928,-7.1033724e-06
9.577203,2.1237957,-5.797536e-06
9.585041,2.088302,-6.7355545e-06
9.5914545,2.058792,-6.177957e-06
9.596455,2.0354784,-6.9000794e-06
9.6000395,2.0185995,-6.0279112e-06
9.602673,2.0061035,-6.498096e-06
9.604421,1.9977672,-6.445008e-06
9.605477,1.9927047,-7.3143688e-06
9.606,1.9901955,-5.954395e-06
9.606254,1.9889724,-6.947142e-06
9.606199,1.9892387,-5.4386865e-06
9.604809,1.9959548,-5.098484e-06
9.600965,2.0145392,2.9713788e-06
9.595885,2.039104,2.6871217e-05
9.589608,2.0694764,0.00010048599
9.584019,2.0965533,0.0002037134
9.582061,2.1061075,0.00031428362
9.577858,2.1265914,0.00054149586
9.570908,2.160462,0.00088238425
9.567483,2.1773834,0.0011982223
9.56878,2.1715243,0.0013438808
9.562691,2.2016468,0.001833673
9.551171,2.2582924,0.002423261
9.538815,2.3194113,0.0031220457
9.517432,2.4249656,0.0044190246
9.522224,2.4032168,0.0037988436
9.5263605,2.385165,0.0039469637
9.499417,2.5191627,0.0061083217
9.52239,2.4086137,0.0035622024
9.541052,2.3198364,0.0031434754
9.383166,3.1031766,0.018193314
9.464259,2.704392,7.767661e-05
9.762888,1.2288109,-0.024085296
9.684379,1.6179991,0.0039968523
9.555547,2.2564526,0.0130464025
9.540816,2.3332741,0.0053291684
9.614974,1.9621722,-0.0036633052
9.694386,1.5651752,-0.008046087
9.625007,1.9125183,0.0036935047
9.613589,1.9695405,0.0017937672
9.54299,2.3295515,0.008449051
9.615919,1.9583018,-0.0040982123
9.747641,1.2898972,-0.014657959
9.6137905,1.9707644,0.0083993925
9.582897,2.1274786,0.0059749116
9.659863,1.7346876,-0.0046630097
9.62123,1.9336118,0.0026863387
9.608449,1.998916,0.0015444164
9.693505,1.5588661,-0.007682782
9.663694,1.7136215,0.00095552247
9.6176,1.951116,0.0039869132
9.641552,1.827394,-0.0014769227
9.611112,1.9868835,0.0031410668
9.643988,1.8142302,-0.0018611217
9.663706,1.7114741,-0.0021157716
9.615999,1.9624181,0.004045315
9.648388,1.790864,-0.0019794262
9.666343,1.6964808,-0.0020688595
9.619619,1.944367,0.003986685
9.651458,1.7742666,-0.001966869
9.671468,1.668051,-0.0023142674
9.632998,1.8735343,0.0029920563
9.653577,1.76257,-0.0012883705
9.708824,1.4639338,-0.006016209
9.722353,1.3888853,-0.0043685082
9.714126,1.430702,-0.0025249885
9.707168,1.4664159,-0.0023351337
9.71046,1.4461887,-0.0029617313
9.747839,1.2396035,-0.0062456015
9.752297,1.2127622,-0.0046614595
9.735589,1.3013661,-0.0027302988
9.731562,1.3214574,-0.0032665571
9.724355,1.3591956,-0.0027017659
9.7143955,1.4126694,-0.0022486749
9.704656,1.4651841,-0.0017540975
9.702387,1.4768173,-0.0018379018
9.695643,1.5133655,-0.0013828791
9.688001,1.5551198,-0.000926915
9.685113,1.5707408,-0.00069717393
9.683544,1.5791814,-0.00053335767
9.678972,1.604338,-0.00029655435
9.674878,1.6269222,-0.00015623357
9.670876,1.649048,-7.896915e-05
9.665547,1.6785455,-2.4426237e-05
9.660359,1.707292,-5.8940245e-06
9.65641,1.7291658,-3.3380447e-06
9.653913,1.7429928,-5.8225246e-06
9.652063,1.7531956,-5.069147e-06
9.650022,1.7643969,-6.3305215e-06
9.647191,1.7797893,-5.9989943e-06
9.64333,1.800561,-5.8804903e-06
9.638608,1.8256202,-5.71556e-06
9.632464,1.8576914,-5.982075e-06
9.624761,1.8971077,-5.6692893e-06
9.615494,1.943415,-6.5597173e-06
9.605102,1.993983,-6.002861e-06
9.592548,2.0533442,-6.3298025e-06
9.577789,2.120935,-6.153007e-06
9.560952,2.195372,-5.7575453e-06
9.541995,2.2760875,-6.6718508e-06
9.521755,2.3590777,-5.6565127e-06
9.499764,2.4458992,-5.551241e-06
9.474312,2.542485,-6.0688753e-06
9.445939,2.6457818,-5.9638573e-06
9.416954,2.7469537,-6.203343e-06
9.385157,2.8534396,-6.880009e-06
9.349089,2.9692907,-7.444329e-06
9.312251,3.082736,-5.7632697e-06
9.278228,3.1835494,-5.1039797e-06
9.240659,3.2909477,-5.9609374e-06
9.184553,3.4442873,-4.963987e-06
9.15411,3.524485,-6.3874586e-06
9.119705,3.612521,-6.6223447e-06
9.081256,3.708321,-4.47796e-06
9.041142,3.805381,-4.540464e-06
8.994237,3.914832,-5.329632e-06
8.959882,3.9930546,-6.9266766e-06
8.928857,4.0620675,-6.3623115e-06
8.899466,4.1262145,-3.836878e-06
8.868842,4.191843,-4.38184e-06
8.840914,4.2505536,-5.3623357e-06
8.814971,4.3042254,-4.58661e-06
8.794361,4.3462405,-6.272696e-06
8.775682,4.3839307,-4.7841418e-06
8.757905,4.4194975,-5.318609e-06
8.743143,4.4487267,-4.8417246e-06
8.733023,4.4686165,-5.113811e-06
8.72506,4.4841976,-4.6938267e-06
8.719451,4.495143,-5.146265e-06
8.715184,4.5034504,-4.344208e-06
8.712058,4.509526,-6.136672e-06
8.710493,4.5125666,-4.6497785e-06
8.71006,4.513411,-5.4410434e-06
8.709868,4.5137877,-4.9243436e-06
8.709636,4.514237,-4.3488844e-06
8.709458,4.51458,-4.7664344e-06
8.709348,4.514794,-4.9921696e-06
8.709289,4.514909,-6.3275643e-06
8.7092905,4.5149035,-5.0407602e-06
8.709309,4.51487,-4.8436796e-06
8.709301,4.514883,-5.0016624e-06
8.709295,4.514895,-4.74126e-06
8.709285,4.5149145,-6.056813e-06
8.709293,4.514899,-5.0208246e-06
8.709303,4.51488,-5.8862634e-06
8.709295,4.5148945,-5.025078e-06
8.709295,4.5148945,-6.1599226e-06
8.709293,4.5148983,-4.936365e-06
8.709294,4.514899,-4.714195e-06
8.709282,4.5149207,-5.6786257e-06
8.7092905,4.5149045,-4.796594e-06
8.709307,4.514874,-5.6897275e-06
8.709297,4.5148907,-5.0367453e-06
8.709294,4.5148973,-5.852642e-06
8.709295,4.514896,-4.584144e-06
8.709295,4.5148954,-5.9057706e-06
8.709293,4.5148983,-5.067029e-06
8.709293,4.514899,-4.927601e-06
8.709287,4.514912,-6.05132e-06
8.7092905,4.514905,-4.4276585e-06
8.709298,4.5148907,-5.8698183e-06
8.709297,4.5148907,-5.2311566e-06
8.709298,4.5148897,-5.7128295e-06
8.709295,4.514897,-4.747833e-06
8.709295,4.514895,-6.1748647e-06
8.709414,4.5146694,-5.769319e-06
8.710045,4.5134516,-4.894684e-06
8.711575,4.5104995,-5.618293e-06
8.714522,4.504806,-6.331194e-06
8.719314,4.4955297,-4.8240945e-06
8.726272,4.482016,-4.710238e-06
8.73516,4.4646716,-5.4748225e-06
8.746929,4.4415708,-5.744503e-06
8.761692,4.412371,-5.9834983e-06
8.779445,4.376931,-5.1974143e-06
8.799128,4.3372006,-6.7853653e-06
8.822409,4.289606,-6.2130825e-06
8.848986,4.234459,-5.66473e-06
8.876954,4.1754484,-6.15012e-06
8.908266,4.108133,-6.5625118e-06
8.940872,4.036589,-5.505498e-06
8.976539,3.9565363,-4.627748e-06
9.014321,3.8695574,-6.999493e-06
9.053549,3.7767324,-5.928381e-06
9.091837,3.6834614,-4.541494e-06
9.13174,3.5832317,-5.4332236e-06
9.170707,3.4821732,-5.8206547e-06
9.2104645,3.375481,-6.2208455e-06
9.250028,3.2653701,-7.62104e-06
9.287966,3.1557639,-5.861273e-06
9.32375,3.048402,-5.4557518e-06
9.361938,2.9285793,-5.5540245e-06
9.399078,2.806971,-6.0773496e-06
9.425691,2.7167468,-5.66559e-06
9.453072,2.6199162,-4.7853405e-06
9.480023,2.520982,-6.1666356e-06
9.504914,2.4256587,-5.191739e-06
9.528133,2.332647,-6.2941676e-06
9.547301,2.2531207,-6.6748294e-06
9.565057,2.1767042,-4.3302643e-06
9.582077,2.10076,-4.9197088e-06
9.596503,2.034131,-5.1527804e-06
9.6088505,1.97513,-5.582332e-06
9.617923,1.9307061,-6.1975416e-06
9.62632,1.8886489,-6.069824e-06
9.634018,1.8492132,-4.4298736e-06
9.639853,1.818756,-5.8077694e-06
9.644406,1.7945654,-6.0603684e-06
9.647498,1.7779753,-5.68464e-06
9.649973,1.7645786,-6.150556e-06
9.6517725,1.7547722,-4.9207965e-06
9.652871,1.7487501,-6.113786e-06
9.653432,1.7456664,-5.5721553e-06
9.6536875,1.744261,-6.4159626e-06
9.65373,1.7440213,-5.609934e-06
9.652803,1.7491553,-5.296354e-06
9.649682,1.766454,4.2998727e-07
9.644572,1.7947861,2.5661211e-05
9.639704,1.8218079,7.641797e-05
9.635115,1.847365,0.00018003449
9.630972,1.8705702,0.00032011318
9.627455,1.8904923,0.0005285552
9.622786,1.917049,0.00084909046
9.620085,1.9329839,0.0011674935
9.616364,1.9550172,0.0015803468
9.608456,2.0008118,0.0019720045
9.585618,2.131266,0.0030029556
9.547281,2.3503406,0.004677491
9.540908,2.391045,0.004147084
9.527928,2.4723186,0.00477054
9.4917965,2.686216,0.0061864685
9.525529,2.5029871,0.0020830408
9.524934,2.5201104,0.0031685436
9.493767,2.7108095,0.004087834
9.565513,2.306035,-0.003570449
9.574139,2.270382,2.3217071e-05
9.543003,2.4619408,0.0020580248
9.630757,1.950949,-0.008191746
9.634293,1.9416779,-0.0013934957
9.61562,2.0551927,-0.00049885974
9.719864,1.4286932,-0.011501877
9.702189,1.5399828,0.0014063607
9.635815,1.9420556,0.0061001885
9.663949,1.7703817,-0.0035986714
9.7139635,1.4609134,-0.006136647
9.725009,1.394083,-0.002202755
9.669568,1.7453872,0.0049854694
9.68659,1.6346343,-0.0022273266
9.732412,1.3440971,-0.0053225933
9.689323,1.6251287,0.0041139
9.670557,1.7473569,0.002054724
9.722709,1.4049557,-0.0057024434
9.75104,1.2173185,-0.003426525
9.7290125,1.3615935,0.0022318687
9.707385,1.5053022,0.0023009637
9.692283,1.608669,0.0014341279
9.696738,1.5810543,-0.00068903016
9.729625,1.3582891,-0.003549227
9.750495,1.2133025,-0.002151694
9.744886,1.2481558,0.00081999466
9.730652,1.3444061,0.001597419
9.711447,1.4833554,0.0020276185
9.704946,1.5351967,0.0009586972
9.727399,1.373731,-0.002230601
9.75098,1.199577,-0.0025594041
9.744895,1.2422229,0.0008935983
9.738638,1.2860165,0.0007450063
9.747036,1.2244813,-0.0009582862
9.73821,1.291872,0.0013471125
9.725711,1.3869883,0.0017117282
9.735222,1.3163279,-0.0010658966
9.741929,1.2669793,-0.0003759055
9.739619,1.2837965,0.000314618
9.753939,1.1742903,-0.002044105
9.767753,1.0679152,-0.0008973493
9.769562,1.045522,0.00064801134
9.750921,1.1871036,0.0026388403
9.734042,1.3210634,0.001772191
9.752725,1.1745776,-0.0029209359
9.762095,1.1044585,-0.00045053585
9.752216,1.1841992,0.0021010195
9.750784,1.1959612,0.0003807162
9.762274,1.0987446,-0.0013916792
9.79184,0.84136903,-0.0039219237
9.791155,0.84177184,0.00067783304
9.751904,1.1800478,0.005898449
9.735565,1.3277861,0.0020104675
9.743605,1.2660813,-0.0010999511
9.766266,1.0674614,-0.0026421202
9.793433,0.815594,-0.0032085273
9.790337,0.8345827,0.0012657797
9.778691,0.9343825,0.0019251615
9.777733,0.941097,-1.9542073e-05
9.767976,1.0344839,0.0016248887
9.764206,1.0731302,0.00064853684
9.771268,1.0096931,-0.00082278776
9.770398,1.0209447,0.0008074935
9.773796,0.98783517,-8.026734e-05
9.784156,0.88444054,-0.0012232573
9.782883,0.895346,0.0008898833
9.776973,0.95393157,0.0014106212
9.782441,0.8966582,-0.0007621939
9.791585,0.7994281,-0.0012270901
9.7883,0.8314504,0.0011071574
9.786776,0.8449444,0.0004982637
9.791887,0.7886329,-0.0007053525
9.786673,0.8448967,0.0014004031
9.779042,0.93049765,0.001705954
9.784213,0.87449217,-0.00074956624
9.794191,0.7611753,-0.0013753879
9.7995205,0.6960273,-0.0003761217
9.801323,0.6701685,8.033384e-05
9.78875,0.8183553,0.0028896292
9.784347,0.8715306,0.00089054444
9.800405,0.6771251,-0.0031060996
9.800431,0.674546,0.0009193976
9.796027,0.7252346,0.0014284104
9.800492,0.6670876,-0.0007333433
9.795907,0.72575694,0.0014979217
9.795118,0.73594594,0.00049153995
9.801473,0.65137225,-0.0010349322
9.798933,0.685131,0.0012456025
9.794088,0.75328034,0.0016444176
9.80028,0.6681111,-0.0010549149
9.809612,0.53383464,-0.0016332179
9.80752,0.56052333,0.0012486283
9.806632,0.56921273,0.0005993347
9.810866,0.50299305,-0.00076389586
9.805372,0.58357054,0.0019278523
9.798201,0.6952921,0.0023229371
9.803102,0.6193543,-0.00086534565
9.81204,0.473798,-0.0017841627
9.810521,0.49502832,0.0011697522
9.810161,0.49747214,0.00053059176
9.814891,0.4152072,-0.0009940045
9.805715,0.5738532,0.0033284877
9.799094,0.6938629,0.0025655953
9.810046,0.5013585,-0.0025788567
9.817958,0.35335636,-0.0015329458
9.821481,0.28060144,-0.000702139
9.821088,0.2754859,0.00032626165
9.816696,0.34408996,0.0017728708
9.815355,0.3709643,0.0009891973
9.809612,0.4934474,0.0027766735
9.809754,0.48634073,0.00070762314
9.817307,0.31986406,-0.0019206633
9.815422,0.35784045,0.0015845125
9.811339,0.451628,0.0024710563
9.816885,0.32206246,-0.0013048088
9.824425,0.13690811,-0.0023604536
9.825416,0.08988637,-7.792335e-05
9.801427,0.68525875,0.0104811955
9.787618,1.1014283,0.0062438226
9.82254,0.2662048,-0.014572854
9.84267,-0.33323672,-0.0084569175
9.836913,-0.32167667,0.0010908293
9.834157,-0.32547557,0.0005055186
9.825528,-0.077944726,0.005399986
9.813988,0.33988586,0.008318304
9.808177,0.56577384,0.00655919
9.819302,0.16872811,-0.0031765392
9.829728,-0.19776335,-0.0045492155
9.81855,0.22994411,0.008177929
9.817888,0.16673456,0.0009258501
9.831394,-0.43580812,-0.009860523
9.828533,-0.33980408,0.0013864225
9.820492,-0.012964562,0.0068375315
9.818442,0.07982166,0.00389367
9.821418,-0.14487296,-0.0004418894
9.826098,-0.50343955,-0.0044594454
9.825007,-0.48434013,-0.0010099595
9.821209,-0.30103415,0.002254267
9.822802,-0.58054125,-0.0048743086
9.822948,-0.6882224,-0.0055352277
9.818532,-0.39493823,-0.00019335507
9.816812,-0.3628833,-0.0028913321
9.81571,-0.3572034,-0.004348579
9.813926,-0.21605314,-0.0029129405
9.812584,-0.0876743,-0.0017090692
9.812102,-0.08813608,-0.002325396
9.811999,-0.13935949,-0.0030590084
9.811611,-0.12665531,-0.002162725
9.811294,-0.13688548,-0.001999028
9.811094,-0.1814846,-0.0022926969
9.810846,-0.19450158,-0.0019677284
9.810578,-0.17842412,-0.0014080646
9.810362,-0.16916822,-0.0011050052
9.8102045,-0.15585253,-0.00083395274
9.810087,-0.14803582,-0.00060225994
9.810015,-0.1427618,-0.00045638843
9.8099785,-0.11996546,-0.00024990694
9.809967,-0.09905027,-0.00012897499
9.809971,-0.07924688,-6.621811e-05
