lin_acc_x, lin_acc_y, lin_acc_z
8.01,5.691,-0.0
7.997,5.709,0.0
7.926,5.807,-0.0
7.853,5.907,-0.0
7.837,5.927,0.0
7.764,6.022,-0.0
7.694,6.113,-0.0
7.681,6.129,0.0
7.597,6.232,-0.0
7.55,6.292,0.0
7.516,6.331,0.0
7.372,6.499,-0.001
7.344,6.531,0.0
7.36,6.51,0.001
7.276,6.606,-0.0
7.297,6.587,0.001
7.222,6.668,0.0
6.843,7.066,-0.003
6.779,7.129,-0.001
7.036,6.858,0.002
6.907,6.986,-0.0
6.634,7.255,-0.002
6.64,7.243,-0.0
6.664,7.214,0.0
6.614,7.259,-0.0
6.564,7.302,-0.0
6.488,7.37,-0.0
6.425,7.424,-0.001
6.429,7.417,-0.0
6.429,7.415,-0.0
6.414,7.427,-0.0
6.409,7.429,-0.0
6.4,7.436,-0.0
6.394,7.441,-0.0
6.39,7.444,-0.0
6.391,7.443,-0.0
6.394,7.44,-0.0
6.397,7.438,-0.0
6.401,7.434,-0.0
6.408,7.428,-0.0
6.414,7.422,-0.0
6.418,7.419,-0.0
6.419,7.418,-0.0
6.417,7.42,-0.0
6.414,7.423,-0.0
6.409,7.427,-0.0
6.402,7.433,-0.0
6.393,7.441,-0.0
6.383,7.45,-0.0
6.369,7.461,-0.0
6.355,7.473,-0.0
6.337,7.488,-0.0
6.318,7.505,-0.0
6.295,7.524,-0.0
6.271,7.544,-0.0
6.244,7.566,-0.0
6.217,7.589,-0.0
6.187,7.613,-0.0
6.156,7.638,-0.0
6.123,7.664,-0.0
6.089,7.692,-0.0
6.055,7.718,-0.0
6.02,7.746,-0.0
5.984,7.774,-0.0
5.95,7.8,-0.0
5.915,7.826,-0.0
5.881,7.852,-0.0
5.85,7.875,-0.0
5.819,7.898,-0.0
5.788,7.92,-0.0
5.763,7.939,-0.0
5.738,7.957,-0.0
5.715,7.973,-0.0
5.694,7.988,-0.0
5.676,8.001,-0.0
5.66,8.012,-0.0
5.647,8.022,-0.0
5.636,8.03,-0.0
5.626,8.036,-0.0
5.619,8.041,-0.0
5.614,8.045,-0.0
5.61,8.047,-0.0
5.608,8.049,-0.0
5.607,8.05,-0.0
5.606,8.05,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.05,-0.0
5.607,8.049,-0.0
5.61,8.048,-0.0
5.614,8.045,-0.0
5.619,8.042,-0.0
5.626,8.037,-0.0
5.635,8.03,-0.0
5.646,8.023,-0.0
5.659,8.013,-0.0
5.675,8.002,-0.0
5.693,7.989,-0.0
5.714,7.974,-0.0
5.737,7.958,-0.0
5.762,7.94,-0.0
5.788,7.921,-0.0
5.816,7.9,-0.0
5.846,7.878,-0.0
5.878,7.854,-0.0
5.911,7.829,-0.0
5.946,7.803,-0.0
5.98,7.777,-0.0
6.015,7.749,-0.0
6.051,7.721,-0.0
6.085,7.695,-0.0
6.119,7.668,-0.0
6.153,7.641,-0.0
6.186,7.614,-0.0
6.215,7.59,-0.0
6.243,7.567,-0.0
6.269,7.546,-0.0
6.294,7.525,-0.0
6.316,7.506,-0.0
6.336,7.489,-0.0
6.353,7.475,-0.0
6.369,7.462,-0.0
6.382,7.45,-0.0
6.393,7.441,-0.0
6.401,7.434,-0.0
6.408,7.428,-0.0
6.414,7.423,-0.0
6.417,7.42,-0.0
6.42,7.418,-0.0
6.421,7.417,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.421,7.417,-0.0
6.419,7.418,-0.0
6.416,7.421,-0.0
6.412,7.424,-0.0
6.407,7.429,-0.0
6.399,7.435,-0.0
6.39,7.443,-0.0
6.378,7.453,-0.0
6.365,7.465,-0.0
6.349,7.478,-0.0
6.331,7.494,-0.0
6.311,7.51,-0.0
6.288,7.529,-0.0
6.263,7.55,-0.0
6.237,7.572,-0.0
6.208,7.595,-0.0
6.179,7.619,-0.0
6.147,7.645,-0.0
6.113,7.672,-0.0
6.08,7.699,-0.0
6.045,7.726,-0.0
6.009,7.754,-0.0
5.975,7.781,-0.0
5.94,7.807,-0.0
5.905,7.834,-0.0
5.871,7.859,-0.0
5.84,7.882,-0.0
5.81,7.904,-0.0
5.782,7.925,-0.0
5.753,7.946,-0.0
5.729,7.963,-0.0
5.707,7.979,-0.0
5.689,7.992,-0.0
5.671,8.004,-0.0
5.656,8.015,-0.0
5.643,8.025,-0.0
5.633,8.032,-0.0
5.624,8.038,-0.0
5.617,8.042,-0.0
5.613,8.046,-0.0
5.61,8.048,-0.0
5.608,8.049,-0.0
5.606,8.05,-0.0
5.606,8.05,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.051,-0.0
5.606,8.05,-0.0
5.608,8.049,-0.0
5.61,8.047,-0.0
5.614,8.045,-0.0
5.62,8.041,-0.0
5.628,8.035,-0.0
5.638,8.028,-0.0
5.649,8.02,-0.0
5.663,8.01,-0.0
5.68,7.999,-0.0
5.698,7.986,-0.0
5.719,7.971,-0.0
5.742,7.954,-0.0
5.768,7.935,-0.0
5.794,7.916,-0.0
5.824,7.894,-0.0
5.855,7.871,-0.0
5.886,7.848,-0.0
5.92,7.823,-0.0
5.954,7.796,-0.0
5.989,7.77,-0.0
6.024,7.743,-0.0
6.058,7.716,-0.0
6.093,7.689,-0.0
6.127,7.661,-0.0
6.16,7.635,-0.0
6.191,7.61,-0.0
6.221,7.585,-0.0
6.25,7.562,-0.0
6.275,7.541,-0.0
6.299,7.521,-0.0
6.321,7.502,-0.0
6.343,7.484,-0.0
6.361,7.468,-0.0
6.373,7.458,-0.0
6.385,7.448,-0.0
6.395,7.439,-0.0
6.404,7.431,-0.0
6.41,7.426,-0.0
6.415,7.422,-0.0
6.418,7.419,-0.0
6.42,7.417,-0.0
6.421,7.417,-0.0
6.422,7.416,-0.0
6.422,7.416,-0.0
6.424,7.414,-0.0
6.432,7.407,-0.0
6.452,7.39,0.0
6.477,7.369,0.0
6.491,7.356,0.0
6.519,7.332,0.0
6.579,7.28,0.001
6.683,7.189,0.001
6.821,7.07,0.002
6.861,7.034,0.002
6.934,6.97,0.003
7.046,6.872,0.003
6.938,6.965,0.002
6.989,6.918,0.003
7.24,6.698,0.006
6.839,7.047,-0.003
6.608,7.246,-0.002
7.264,6.67,0.011
7.04,6.866,-0.0
6.651,7.204,-0.004
6.952,6.938,0.006
6.64,7.212,-0.004
6.551,7.289,0.0
6.717,7.142,0.004
6.365,7.454,-0.007
6.371,7.449,-0.001
6.366,7.455,-0.001
6.291,7.523,-0.004
6.43,7.399,0.001
6.177,7.627,-0.005
5.972,7.813,-0.004
6.052,7.744,-0.0
6.179,7.631,0.0
5.999,7.796,-0.003
5.976,7.817,-0.002
6.147,7.664,0.001
6.067,7.738,-0.002
6.109,7.702,-0.001
6.194,7.626,-0.0
6.182,7.636,-0.001
6.252,7.573,-0.001
6.38,7.458,-0.0
6.44,7.403,-0.0
6.487,7.361,-0.0
6.519,7.331,-0.0
6.544,7.308,-0.0
6.568,7.287,-0.0
6.586,7.271,-0.0
6.595,7.263,-0.0
6.596,7.262,-0.0
6.593,7.264,-0.0
6.588,7.269,-0.0
6.581,7.275,-0.0
6.571,7.284,-0.0
6.559,7.295,-0.0
6.545,7.308,-0.0
6.528,7.323,-0.0
6.506,7.342,-0.0
6.484,7.361,-0.0
6.459,7.384,-0.0
6.432,7.407,-0.0
6.401,7.434,-0.0
6.368,7.462,-0.0
6.334,7.491,-0.0
6.295,7.524,-0.0
6.257,7.555,-0.0
6.219,7.587,-0.0
6.178,7.62,-0.0
6.131,7.658,-0.0
6.093,7.689,-0.0
6.051,7.722,-0.0
6.014,7.751,-0.0
5.969,7.785,-0.0
5.936,7.81,-0.0
5.904,7.834,-0.0
5.872,7.859,-0.0
5.84,7.882,-0.0
5.812,7.903,-0.0
5.786,7.922,-0.0
5.766,7.936,-0.0
5.748,7.949,-0.0
5.732,7.961,-0.0
5.718,7.971,-0.0
5.708,7.979,-0.0
5.699,7.985,-0.0
5.693,7.989,-0.0
5.689,7.992,-0.0
5.686,7.994,-0.0
5.685,7.995,-0.0
5.684,7.996,-0.0
5.684,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.684,7.996,-0.0
5.685,7.995,-0.0
5.687,7.993,-0.0
5.691,7.991,-0.0
5.696,7.987,-0.0
5.704,7.981,-0.0
5.715,7.974,-0.0
5.727,7.965,-0.0
5.742,7.954,-0.0
5.761,7.94,-0.0
5.781,7.925,-0.0
5.805,7.908,-0.0
5.832,7.888,-0.0
5.861,7.867,-0.0
5.892,7.844,-0.0
5.926,7.818,-0.0
5.962,7.79,-0.0
5.999,7.762,-0.0
6.039,7.731,-0.0
6.079,7.699,-0.0
6.119,7.668,-0.0
6.16,7.635,-0.0
6.203,7.6,-0.0
6.242,7.568,-0.0
6.283,7.534,-0.0
6.328,7.496,-0.0
6.357,7.471,-0.0
6.389,7.445,-0.0
6.425,7.413,-0.0
6.452,7.39,-0.0
6.476,7.369,-0.0
6.5,7.348,-0.0
6.52,7.329,-0.0
6.539,7.313,-0.0
6.555,7.298,-0.0
6.568,7.287,-0.0
6.578,7.278,-0.0
6.586,7.271,-0.0
6.592,7.265,-0.0
6.596,7.261,-0.0
6.599,7.259,-0.0
6.6,7.258,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.6,7.258,-0.0
6.597,7.26,-0.0
6.594,7.263,-0.0
6.588,7.269,-0.0
6.581,7.275,-0.0
6.57,7.285,-0.0
6.559,7.295,-0.0
6.544,7.308,-0.0
6.527,7.324,-0.0
6.508,7.341,-0.0
6.485,7.361,-0.0
6.46,7.382,-0.0
6.432,7.407,-0.0
6.401,7.434,-0.0
6.368,7.462,-0.0
6.332,7.493,-0.0
6.296,7.523,-0.0
6.257,7.555,-0.0
6.219,7.587,-0.0
6.178,7.62,-0.0
6.136,7.654,-0.0
6.096,7.686,-0.0
6.055,7.718,-0.0
6.015,7.75,-0.0
5.977,7.779,-0.0
5.94,7.807,-0.0
5.905,7.834,-0.0
5.873,7.858,-0.0
5.843,7.88,-0.0
5.815,7.901,-0.0
5.791,7.919,-0.0
5.768,7.935,-0.0
5.749,7.949,-0.0
5.733,7.961,-0.0
5.719,7.97,-0.0
5.708,7.978,-0.0
5.699,7.985,-0.0
5.693,7.989,-0.0
5.689,7.992,-0.0
5.686,7.994,-0.0
5.684,7.995,-0.0
5.684,7.996,-0.0
5.684,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.683,7.996,-0.0
5.684,7.996,-0.0
5.684,7.995,-0.0
5.686,7.994,-0.0
5.689,7.992,-0.0
5.696,7.987,-0.0
5.702,7.983,-0.0
5.71,7.977,-0.0
5.722,7.968,-0.0
5.737,7.958,-0.0
5.753,7.946,-0.0
5.773,7.931,-0.0
5.796,7.914,-0.0
5.822,7.895,-0.0
5.85,7.875,-0.0
5.883,7.85,-0.0
5.915,7.826,-0.0
5.948,7.801,-0.0
5.985,7.773,-0.0
6.024,7.742,-0.0
6.065,7.711,-0.0
6.107,7.677,-0.0
6.147,7.646,-0.0
6.187,7.613,-0.0
6.228,7.579,-0.0
6.267,7.547,-0.0
6.304,7.516,-0.0
6.342,7.484,-0.0
6.376,7.455,-0.0
6.41,7.426,-0.0
6.439,7.401,-0.0
6.466,7.377,-0.0
6.491,7.355,-0.0
6.513,7.336,-0.0
6.532,7.319,-0.0
6.549,7.304,-0.0
6.563,7.291,-0.0
6.574,7.281,-0.0
6.583,7.273,-0.0
6.59,7.267,-0.0
6.595,7.263,-0.0
6.598,7.26,-0.0
6.6,7.258,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.601,7.257,-0.0
6.602,7.256,-0.0
6.604,7.254,-0.0
6.608,7.25,-0.0
6.615,7.245,-0.0
6.624,7.236,-0.0
6.634,7.227,-0.0
6.65,7.212,-0.0
6.667,7.197,-0.0
6.685,7.18,-0.0
6.71,7.156,-0.0
6.74,7.128,0.0
6.773,7.097,0.0
6.806,7.065,0.0
6.844,7.027,0.0
6.888,6.984,0.0
6.932,6.94,0.0
6.979,6.893,0.0
7.03,6.841,0.0
7.085,6.784,0.0
7.141,6.725,0.0
7.197,6.665,0.0
7.25,6.606,-0.0
7.307,6.543,-0.0
7.367,6.476,-0.0
7.425,6.409,-0.0
7.477,6.347,-0.0
7.533,6.282,-0.0
7.588,6.215,-0.0
7.643,6.147,-0.0
7.7,6.076,-0.0
7.752,6.009,-0.0
7.804,5.941,-0.0
7.859,5.868,-0.0
7.909,5.801,-0.0
7.959,5.732,-0.0
8.013,5.657,-0.0
8.064,5.583,-0.0
8.11,5.516,-0.0
8.158,5.444,-0.0
8.225,5.343,0.0
8.266,5.28,0.0
8.305,5.218,-0.0
8.345,5.153,-0.0
8.389,5.082,-0.0
8.446,4.987,0.0
8.494,4.905,0.0
8.529,4.843,-0.0
8.566,4.776,-0.0
8.61,4.698,-0.0
8.652,4.619,-0.0
8.699,4.53,0.0
8.739,4.453,0.0
8.772,4.387,-0.0
8.808,4.315,-0.0
8.852,4.224,0.0
8.895,4.133,0.0
8.926,4.066,-0.0
8.955,4.0,-0.0
8.994,3.913,-0.0
9.032,3.824,0.0
9.064,3.749,-0.0
9.095,3.671,-0.0
9.129,3.585,-0.0
9.162,3.502,-0.0
9.19,3.426,-0.0
9.22,3.344,-0.0
9.249,3.263,-0.0
9.279,3.18,-0.0
9.308,3.093,-0.0
9.334,3.014,-0.0
9.359,2.933,-0.0
9.384,2.852,-0.0
9.409,2.771,-0.0
9.432,2.69,-0.0
9.454,2.614,-0.0
9.472,2.547,-0.0
9.49,2.48,-0.0
9.508,2.411,-0.0
9.522,2.353,-0.0
9.535,2.3,-0.0
9.548,2.249,-0.0
9.559,2.203,-0.0
9.568,2.161,-0.0
9.576,2.127,-0.0
9.583,2.097,-0.0
9.589,2.07,-0.0
9.594,2.048,-0.0
9.597,2.032,-0.0
9.6,2.019,-0.0
9.602,2.01,-0.0
9.603,2.002,-0.0
9.605,1.997,-0.0
9.605,1.994,-0.0
9.606,1.992,-0.0
9.606,1.99,-0.0
9.606,1.99,-0.0
9.606,1.992,-0.0
9.604,1.998,-0.0
9.602,2.008,-0.0
9.599,2.022,-0.0
9.595,2.041,-0.0
9.59,2.067,-0.0
9.583,2.098,-0.0
9.575,2.136,-0.0
9.564,2.182,-0.0
9.553,2.232,-0.0
9.538,2.291,-0.0
9.522,2.359,-0.0
9.503,2.434,-0.0
9.483,2.511,-0.0
9.46,2.597,-0.0
9.434,2.687,-0.0
9.406,2.785,-0.0
9.375,2.888,-0.0
9.342,2.991,-0.0
9.307,3.1,-0.0
9.268,3.213,-0.0
9.23,3.322,-0.0
9.189,3.434,-0.0
9.145,3.547,-0.0
9.095,3.675,-0.0
9.051,3.781,-0.0
9.014,3.868,-0.0
8.975,3.959,-0.0
8.927,4.065,-0.0
8.88,4.167,-0.0
8.838,4.256,-0.0
8.804,4.326,-0.0
8.77,4.394,-0.0
8.735,4.463,-0.0
8.701,4.53,-0.0
8.676,4.578,-0.0
8.654,4.62,-0.0
8.633,4.658,-0.0
8.614,4.694,-0.0
8.599,4.721,-0.0
8.588,4.741,-0.0
8.58,4.757,-0.0
8.573,4.769,-0.0
8.568,4.777,-0.0
8.566,4.782,-0.0
8.564,4.785,-0.0
8.563,4.786,-0.0
8.563,4.786,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.786,-0.0
8.565,4.783,-0.0
8.568,4.778,-0.0
8.572,4.77,-0.0
8.58,4.756,-0.0
8.59,4.739,-0.0
8.601,4.717,-0.0
8.617,4.689,-0.0
8.636,4.654,-0.0
8.658,4.613,-0.0
8.683,4.565,-0.0
8.712,4.51,-0.0
8.742,4.45,-0.0
8.776,4.383,-0.0
8.812,4.311,-0.0
8.851,4.23,-0.0
8.891,4.146,-0.0
8.935,4.049,-0.0
8.978,3.953,-0.0
9.02,3.856,-0.0
9.064,3.751,-0.0
9.109,3.64,-0.0
9.153,3.527,-0.0
9.195,3.417,-0.0
9.242,3.287,-0.0
9.283,3.171,-0.0
9.312,3.083,-0.0
9.347,2.977,-0.0
9.382,2.865,-0.0
9.413,2.763,-0.0
9.438,2.672,-0.0
9.464,2.582,-0.0
9.487,2.494,-0.0
9.507,2.417,-0.0
9.526,2.343,-0.0
9.542,2.277,-0.0
9.554,2.223,-0.0
9.566,2.174,-0.0
9.576,2.129,-0.0
9.584,2.092,-0.0
9.591,2.063,-0.0
9.595,2.041,-0.0
9.599,2.022,-0.0
9.602,2.007,-0.0
9.604,1.998,-0.0
9.605,1.993,-0.0
9.606,1.991,-0.0
9.606,1.989,-0.0
9.606,1.988,-0.0
9.607,1.988,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.607,1.987,-0.0
9.606,1.988,-0.0
9.606,1.99,-0.0
9.605,1.994,-0.0
9.604,2.002,-0.0
9.601,2.015,-0.0
9.597,2.033,-0.0
9.592,2.056,-0.0
9.586,2.082,-0.0
9.579,2.115,-0.0
9.569,2.161,-0.0
9.557,2.211,-0.0
9.546,2.26,-0.0
9.532,2.32,-0.0
9.514,2.392,-0.0
9.494,2.469,-0.0
9.472,2.551,-0.0
9.447,2.641,-0.0
9.421,2.733,-0.0
9.392,2.832,-0.0
9.359,2.938,-0.0
9.324,3.048,-0.0
9.288,3.154,-0.0
9.25,3.266,-0.0
9.208,3.38,-0.0
9.168,3.489,-0.0
9.124,3.601,-0.0
9.08,3.712,-0.0
9.036,3.816,-0.0
8.992,3.919,-0.0
8.948,4.02,-0.0
8.906,4.111,-0.0
8.865,4.2,-0.0
8.825,4.284,-0.0
8.788,4.358,-0.0
8.754,4.427,-0.0
8.721,4.492,-0.0
8.692,4.547,-0.0
8.666,4.596,-0.0
8.643,4.639,-0.0
8.624,4.675,-0.0
8.608,4.705,-0.0
8.594,4.73,-0.0
8.584,4.749,-0.0
8.576,4.763,-0.0
8.57,4.773,-0.0
8.567,4.78,-0.0
8.565,4.783,-0.0
8.564,4.785,-0.0
8.563,4.786,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.563,4.787,-0.0
8.564,4.785,-0.0
8.566,4.781,-0.0
8.57,4.774,-0.0
8.577,4.762,-0.0
8.586,4.746,-0.0
8.596,4.727,-0.0
8.61,4.702,-0.0
8.627,4.669,-0.0
8.647,4.633,-0.0
8.672,4.586,-0.0
8.698,4.536,-0.0
8.727,4.48,-0.0
8.76,4.416,-0.0
8.794,4.347,-0.0
